SOX1,O00570,6656,target gene,Homo sapiens
DKK1,O94907,22943,target gene,Homo sapiens
MAGEH1,Q9H213,28986,target gene,Homo sapiens
IFNAR2,P48551,3455,target gene,Homo sapiens
TAF5,Q15542,6877,transcription factor,Homo sapiens
IQCK,Q8N0W5,124152,target gene,Homo sapiens
EARS2,Q5JPH6,124454,target gene,Homo sapiens
CALM1,P0DP23,801;805;808,target gene,Homo sapiens
DMAC2L,Q99766,27109,target gene,Homo sapiens
HLA-A,P30512,-,target gene,Homo sapiens
EDARADD,Q8WWZ3,128178,target gene,Homo sapiens
SPRR1B,P22528,6699,target gene,Homo sapiens
IGFLR1,Q9H665,79713,target gene,Homo sapiens
CLN3,Q13286,1201,target gene,Homo sapiens
CSF2RB,P32927,1439,target gene,Homo sapiens
NPSR1,Q6W5P4,387129,target gene,Homo sapiens
SATB1,Q01826,6304,transcription factor,Homo sapiens
SLC34A2,O95436,10568,target gene,Homo sapiens
CERS3,Q8IU89,204219,target gene,Homo sapiens
RAB3A,P20336,5864,target gene,Homo sapiens
OLFML3,Q9NRN5,56944,target gene,Homo sapiens
GATA2,P23769,2624,transcription factor,Homo sapiens
TF,P02787,7018,target gene,Homo sapiens
ZFPL1,O95159,7542,target gene,Homo sapiens
U2AF1,Q01081,102724594;7307,target gene,Homo sapiens
HES1,Q14469,3280,transcription factor,Homo sapiens
SEZ6L2,Q6UXD5,26470,target gene,Homo sapiens
SPAG5,Q96R06,10615,target gene,Homo sapiens
ITPRID2,P28290,6744,target gene,Homo sapiens
ARHGEF1,Q92888,9138,target gene,Homo sapiens
CYP4A11,Q02928,1579,target gene,Homo sapiens
CDK5,Q00535,1020,target gene,Homo sapiens
ROCK1,Q13464,6093,target gene,Homo sapiens
BNC1,Q01954,646,target gene,Homo sapiens
GLRA1,P23415,2741,target gene,Homo sapiens
ZNF160,Q9HCG1,90338,transcription factor,Homo sapiens
CDX2,Q99626,1045,transcription factor,Homo sapiens
BTBD7,Q9P203,55727,target gene,Homo sapiens
SLC4A2,P04920,6522,target gene,Homo sapiens
IL17RB,Q9NRM6,55540,target gene,Homo sapiens
IVNS1ABP,Q9Y6Y0,10625,target gene,Homo sapiens
WDR5,P61964,11091,transcription factor,Homo sapiens
SF1,Q15637,7536,transcription factor,Homo sapiens
HPX,P02790,3263,target gene,Homo sapiens
GDAP1,Q8TB36,54332,target gene,Homo sapiens
SLC39A3,Q9BRY0,29985,target gene,Homo sapiens
CCR5,P51681,1234,target gene,Homo sapiens
DPAGT1,Q9H3H5,1798,target gene,Homo sapiens
CHEK1,O14757,1111,target gene,Homo sapiens
SPAG6,O75602,9576,target gene,Homo sapiens
DNMT3L,Q9UJW3,29947,transcription factor,Homo sapiens
KCNIP3,Q9Y2W7,30818,transcription factor,Homo sapiens
MYL7,Q01449,58498,target gene,Homo sapiens
FSCN1,Q16658,6624,target gene,Homo sapiens
SYT1,P21579,6857,target gene,Homo sapiens
CDK7,P50613,1022,target gene,Homo sapiens
BEST1,O76090,7439,target gene,Homo sapiens
SH2D3C,Q8N5H7,10044,target gene,Homo sapiens
MGST1,P10620,4257,target gene,Homo sapiens
WIF1,Q9Y5W5,11197,target gene,Homo sapiens
HLA-A,P01892,-,target gene,Homo sapiens
CDH15,P55291,1013,target gene,Homo sapiens
PENK,P01210,5179,target gene,Homo sapiens
MDM2,Q00987,4193,transcription factor,Homo sapiens
LGALS3BP,Q08380,3959,target gene,Homo sapiens
CTSO,P43234,1519,target gene,Homo sapiens
HSPA8,P11142,3312,target gene,Homo sapiens
ENTPD7,Q9NQZ7,57089,target gene,Homo sapiens
KHSRP,Q92945,8570,transcription factor,Homo sapiens
DIABLO,Q9NR28,56616,target gene,Homo sapiens
DPYD,Q12882,1806,target gene,Homo sapiens
RAD52,P43351,5893,target gene,Homo sapiens
PRRG1,O14668,5638,target gene,Homo sapiens
ERP29,P30040,10961,target gene,Homo sapiens
LIMA1,Q9UHB6,51474,target gene,Homo sapiens
PIN1P1,O15428,-,target gene,Homo sapiens
CYBB,P04839,1536,target gene,Homo sapiens
NGFR,P08138,4804,target gene,Homo sapiens
CFDP1,Q9UEE9,10428,target gene,Homo sapiens
RPL8,P62917,6132,target gene,Homo sapiens
ERAP1,Q9NZ08,51752,target gene,Homo sapiens
DNAAF2,Q9NVR5,55172,target gene,Homo sapiens
ILF3,Q12906,3609,transcription factor,Homo sapiens
FOXF1,Q12946,2294,transcription factor,Homo sapiens
BEX2,Q9BXY8,84707,target gene,Homo sapiens
CDH3,P22223,1001,target gene,Homo sapiens
ANKRD27,Q96NW4,84079,target gene,Homo sapiens
SULT1E1,P49888,6783,target gene,Homo sapiens
CLNS1A,P54105,1207,target gene,Homo sapiens
SHH,Q15465,6469,target gene,Homo sapiens
POU2AF1,Q16633,5450,transcription factor,Homo sapiens
USP1,O94782,7398,target gene,Homo sapiens
SMAD3,P84022,4088,transcription factor,Homo sapiens
DHRS2,Q13268,10202,target gene,Homo sapiens
SSX2,Q16385,6757;727837,transcription factor,Homo sapiens
CD1D,P15813,912,target gene,Homo sapiens
SMARCAD1,Q9H4L7,56916,target gene,Homo sapiens
KCNA4,P22459,3739,target gene,Homo sapiens
PRSS50,Q9UI38,29122,target gene,Homo sapiens
EIF5,P55010,1983,target gene,Homo sapiens
MID1,O15344,4281,target gene,Homo sapiens
PDGFRB,P09619,5159,target gene,Homo sapiens
GTF2E1,P29083,2960,target gene,Homo sapiens
AKAP4,Q5JQC9,8852,target gene,Homo sapiens
ITGA5,P08648,3678,target gene,Homo sapiens
FOLH1,Q04609,2346,target gene,Homo sapiens
CCL11,P51671,6356,target gene,Homo sapiens
ACKR1,Q16570,2532,target gene,Homo sapiens
CSH1,P0DML2,1442,target gene,Homo sapiens
H2AFX,P16104,3014,target gene,Homo sapiens
CRLF1,O75462,9244,target gene,Homo sapiens
RPS15A,P62244,6210,target gene,Homo sapiens
ATAD2,Q6PL18,29028,target gene,Homo sapiens
IL1R1,P14778,3554,target gene,Homo sapiens
C1S,P09871,716,target gene,Homo sapiens
IL1R2,P27930,7850,target gene,Homo sapiens
PNOC,Q13519,5368,target gene,Homo sapiens
ACAD10,Q6JQN1,80724,target gene,Homo sapiens
KRT8,P05787,3856,target gene,Homo sapiens
ATF3,P18847,467,transcription factor,Homo sapiens
TYMS,P04818,7298,target gene,Homo sapiens
HLA-B,Q04826,-,target gene,Homo sapiens
IGFBP2,P18065,3485,target gene,Homo sapiens
PLK1,P53350,5347,target gene,Homo sapiens
PSMB9,P28065,5698,target gene,Homo sapiens
NSFL1C,Q9UNZ2,55968,target gene,Homo sapiens
HYAL1,Q12794,3373,target gene,Homo sapiens
CDK5RAP2,Q96SN8,55755,target gene,Homo sapiens
ABCC2,Q92887,1244,target gene,Homo sapiens
MCM3AP,O60318,8888,target gene,Homo sapiens
GNAS,O95467,2778,target gene,Homo sapiens
COL5A2,P05997,1290,target gene,Homo sapiens
EPHB3,P54753,2049,target gene,Homo sapiens
IGFBP4,P22692,3487,target gene,Homo sapiens
MTR,Q99707,4548,target gene,Homo sapiens
VHL,P40337,7428,transcription factor,Homo sapiens
ERF,P50548,2077,transcription factor,Homo sapiens
HAL,P42357,3034,target gene,Homo sapiens
PHB,P35232,5245,target gene,Homo sapiens
CA12,O43570,771,target gene,Homo sapiens
TEF,Q10587,7008,transcription factor,Homo sapiens
HIST1H2BL,Q99880,8340,target gene,Homo sapiens
NPR2,P20594,4882,target gene,Homo sapiens
HLA-A,P05534,-,target gene,Homo sapiens
PRKAR1A,P10644,5573,target gene,Homo sapiens
TWISTNB,Q3B726,221830,target gene,Homo sapiens
TBX5,Q99593,6910,transcription factor,Homo sapiens
GATM,P50440,2628,target gene,Homo sapiens
RNMT,O43148,8731,target gene,Homo sapiens
CXCR3,P49682,2833,target gene,Homo sapiens
HOXC9,P31274,3225,transcription factor,Homo sapiens
CREB3L1,Q96BA8,90993,transcription factor,Homo sapiens
SLC25A27,O95847,9481,target gene,Homo sapiens
FABP7,O15540,2173,target gene,Homo sapiens
TCF7L1,Q9HCS4,83439,transcription factor,Homo sapiens
BLK,P51451,640,target gene,Homo sapiens
DAXX,Q9UER7,1616,transcription factor,Homo sapiens
GABARAPL1,Q9H0R8,23710,target gene,Homo sapiens
KMT2B,Q9UMN6,9757,transcription factor,Homo sapiens
NINJ2,Q9NZG7,4815,target gene,Homo sapiens
CCPG1,Q9ULG6,9236,target gene,Homo sapiens
TFAP4,Q01664,7023,transcription factor,Homo sapiens
PIAS4,Q8N2W9,51588,transcription factor,Homo sapiens
NFE2L1,Q14494,4779,transcription factor,Homo sapiens
LBP,P18428,3929,target gene,Homo sapiens
TLE4,Q04727,7091,target gene,Homo sapiens
MT1X,P80297,4501,target gene,Homo sapiens
DCK,P27707,1633,target gene,Homo sapiens
GCFC2,P16383,6936,target gene,Homo sapiens
SLIT3,O75094,6586,target gene,Homo sapiens
PSMD7,P51665,5713,target gene,Homo sapiens
SHOX2,O60902,6474,transcription factor,Homo sapiens
AGT,P01019,183,target gene,Homo sapiens
PMM2,O15305,5373,target gene,Homo sapiens
FGFBP1,Q14512,9982,target gene,Homo sapiens
APBA3,O96018,9546,target gene,Homo sapiens
NQO2,P16083,4835,target gene,Homo sapiens
CDK4,P11802,1019,target gene,Homo sapiens
CHAC1,Q9BUX1,79094,target gene,Homo sapiens
PDX1,P52945,3651,transcription factor,Homo sapiens
JAK3,P52333,3718,target gene,Homo sapiens
TPRKB,Q9Y3C4,51002,target gene,Homo sapiens
LTBR,P36941,4055,target gene,Homo sapiens
TUFT1,Q9NNX1,7286,target gene,Homo sapiens
C1QTNF3,Q9BXJ4,114899,target gene,Homo sapiens
TDG,Q13569,6996,target gene,Homo sapiens
HESX1,Q9UBX0,8820,target gene,Homo sapiens
HBA2,Q7Z6G4,-,target gene,Homo sapiens
DUOX2,Q9NRD8,50506,target gene,Homo sapiens
MKI67,P46013,4288,target gene,Homo sapiens
PLAUR,Q03405,5329,target gene,Homo sapiens
KIR3DL1,P43629,3811,target gene,Homo sapiens
HLA-B,P30488,-,target gene,Homo sapiens
SERPINB1,P30740,1992,target gene,Homo sapiens
HBP1,O60381,26959,transcription factor,Homo sapiens
PPT1,P50897,5538,target gene,Homo sapiens
CSF2RA,P15509,1438,target gene,Homo sapiens
CYP3A4,P08684,1576,target gene,Homo sapiens
SOX11,P35716,6664,transcription factor,Homo sapiens
ARPP19,P56211,10776,target gene,Homo sapiens
MFSD2A,Q8NA29,84879,target gene,Homo sapiens
KDM6A,O15550,7403,target gene,Homo sapiens
TOMM20,Q15388,9804,target gene,Homo sapiens
SMS,P52788,6611,target gene,Homo sapiens
ADIPOR2,Q86V24,79602,target gene,Homo sapiens
SPAG7,O75391,9552,target gene,Homo sapiens
NACA,Q13765,4666,target gene,Homo sapiens
VPS4A,Q9UN37,27183,target gene,Homo sapiens
N4BP1,O75113,9683,target gene,Homo sapiens
SKI,P12755,6497,transcription factor,Homo sapiens
MBTPS1,Q14703,8720,target gene,Homo sapiens
RRM2B,Q7LG56,50484,target gene,Homo sapiens
SOS1,Q07889,6654,target gene,Homo sapiens
TNFRSF1A,P19438,7132,target gene,Homo sapiens
TERB2,Q8NHR7,145645,target gene,Homo sapiens
CHRM3,P20309,1131,target gene,Homo sapiens
UCN,P55089,7349,target gene,Homo sapiens
CCNG2,Q16589,901,target gene,Homo sapiens
PROKR1,Q8TCW9,10887,target gene,Homo sapiens
NUFIP2,Q7Z417,57532,target gene,Homo sapiens
GRB10,Q13322,2887,target gene,Homo sapiens
RPA3,P35244,6119,target gene,Homo sapiens
KIF20B,Q96Q89,9585,target gene,Homo sapiens
FN1,P02751,2335,target gene,Homo sapiens
UTF1,Q5T230,8433,transcription factor,Homo sapiens
CCNA1,P78396,8900,target gene,Homo sapiens
GCLM,P48507,2730,target gene,Homo sapiens
HLA-B,P30464,-,target gene,Homo sapiens
CYC1,P08574,1537,target gene,Homo sapiens
CDO1,Q16878,1036,target gene,Homo sapiens
TGFBR1,P36897,7046,target gene,Homo sapiens
CD28,P10747,940,target gene,Homo sapiens
DRD2,P14416,1813,target gene,Homo sapiens
CCR6,P51684,1235,target gene,Homo sapiens
GSPT1,P15170,2935,target gene,Homo sapiens
HOXD3,P31249,3232,transcription factor,Homo sapiens
ROR1,Q01973,4919,target gene,Homo sapiens
SFXN3,Q9BWM7,81855,target gene,Homo sapiens
SP2,Q02086,6668,transcription factor,Homo sapiens
PER2,O15055,8864,transcription factor,Homo sapiens
SARS2,Q9NP81,54938,target gene,Homo sapiens
MCAM,P43121,4162,target gene,Homo sapiens
TYK2,P29597,7297,target gene,Homo sapiens
PCYT1A,P49585,5130,target gene,Homo sapiens
GABPB2,Q8TAK5,126626,transcription factor,Homo sapiens
GRPR,P30550,2925,target gene,Homo sapiens
NIT1,Q86X76,4817,target gene,Homo sapiens
PSCA,O43653,8000,target gene,Homo sapiens
AGTR2,P50052,186,target gene,Homo sapiens
ABCB4,P21439,5244,target gene,Homo sapiens
PINK1,Q9BXM7,65018,target gene,Homo sapiens
LILRB4,Q8NHJ6,11006,target gene,Homo sapiens
SPRY2,O43597,10253,target gene,Homo sapiens
B3GAT3,O94766,26229,target gene,Homo sapiens
HTR1F,P30939,3355,target gene,Homo sapiens
HNF1A,P20823,6927,transcription factor,Homo sapiens
BMP7,P18075,655,target gene,Homo sapiens
CIITA,P33076,4261,transcription factor,Homo sapiens
PRPH,P41219,5630,target gene,Homo sapiens
STAT6,P42226,6778,transcription factor,Homo sapiens
NOTUM,Q6P988,147111,target gene,Homo sapiens
FUT1,P19526,2523,target gene,Homo sapiens
PBK,Q96KB5,55872,target gene,Homo sapiens
TULP3,O75386,7289,target gene,Homo sapiens
CTLA4,P16410,1493,target gene,Homo sapiens
INO80,Q9ULG1,54617,target gene,Homo sapiens
RUVBL1,Q9Y265,8607,transcription factor,Homo sapiens
PLXNA1,Q9UIW2,5361,target gene,Homo sapiens
SELE,P16581,6401,target gene,Homo sapiens
ULBP1,Q9BZM6,80329,target gene,Homo sapiens
CCND3,P30281,896,target gene,Homo sapiens
TYROBP,O43914,7305,target gene,Homo sapiens
HOXD1,Q9GZZ0,3231,transcription factor,Homo sapiens
PTPRG,P23470,5793,target gene,Homo sapiens
HNRNPL,P14866,3191,target gene,Homo sapiens
FAS,P25445,355,target gene,Homo sapiens
RPS6KA1,Q15418,6195,target gene,Homo sapiens
TERT,O14746,7015,target gene,Homo sapiens
SSRP1,Q08945,6749,target gene,Homo sapiens
TP53TG5,Q9Y2B4,27296,target gene,Homo sapiens
AGRP,O00253,181,target gene,Homo sapiens
CERS2,Q96G23,29956,target gene,Homo sapiens
SUGP2,Q8IX01,10147,target gene,Homo sapiens
HLA-C,P30510,-,target gene,Homo sapiens
SRP68,Q9UHB9,6730,target gene,Homo sapiens
HLA-DRB1,Q30134,-,target gene,Homo sapiens
TAF12,Q16514,6883,target gene,Homo sapiens
MBD2,Q9UBB5,8932,transcription factor,Homo sapiens
GSK3B,P49841,2932,target gene,Homo sapiens
HAMP,P81172,57817,target gene,Homo sapiens
ADH1A,P07327,124,target gene,Homo sapiens
HIC1,Q14526,3090,transcription factor,Homo sapiens
SPN,P16150,6693,target gene,Homo sapiens
SERPINE2,P07093,5270,target gene,Homo sapiens
MADD,Q8WXG6,8567,target gene,Homo sapiens
DLX4,Q92988,1748,transcription factor,Homo sapiens
CRABP2,P29373,1382,transcription factor,Homo sapiens
SP100,P23497,6672,transcription factor,Homo sapiens
IGF1,P05019,3479,target gene,Homo sapiens
PRG4,Q92954,10216,target gene,Homo sapiens
CTBP1,Q13363,1487,transcription factor,Homo sapiens
SLC25A14,O95258,9016,target gene,Homo sapiens
GALC,P54803,2581,target gene,Homo sapiens
WWTR1,Q9GZV5,25937,transcription factor,Homo sapiens
INHA,P05111,3623,target gene,Homo sapiens
UGT1A3,P35503,54659,target gene,Homo sapiens
PCNT,O95613,5116,target gene,Homo sapiens
ACE,P12821,1636,target gene,Homo sapiens
GYPB,P06028,2994,target gene,Homo sapiens
PDCD10,Q9BUL8,11235,target gene,Homo sapiens
PAPSS2,O95340,9060,target gene,Homo sapiens
AHSP,Q9NZD4,51327,target gene,Homo sapiens
FADS2,O95864,9415,target gene,Homo sapiens
HEPH,Q9BQS7,9843,target gene,Homo sapiens
DDX5,P17844,1655,transcription factor,Homo sapiens
CDH2,P19022,1000,target gene,Homo sapiens
CNIH4,Q9P003,29097,target gene,Homo sapiens
HLA-A,P30457,-,target gene,Homo sapiens
NLRC4,Q9NPP4,58484,target gene,Homo sapiens
HHLA1,C9JL84,10086,target gene,Homo sapiens
GRK2,P25098,156,target gene,Homo sapiens
LRP8,Q14114,7804,target gene,Homo sapiens
STIM1,Q13586,6786,target gene,Homo sapiens
AOC3,Q16853,8639,target gene,Homo sapiens
FOXH1,O75593,8928,transcription factor,Homo sapiens
SARS,P49591,6301,target gene,Homo sapiens
AKR1B10,O60218,57016,target gene,Homo sapiens
DUT,P33316,1854,target gene,Homo sapiens
PSENEN,Q9NZ42,55851,target gene,Homo sapiens
GNAS,P63092,2778,target gene,Homo sapiens
DNTT,P04053,1791,target gene,Homo sapiens
UGT1A7,Q9HAW7,54577,target gene,Homo sapiens
SUMO1,P63165,7341,target gene,Homo sapiens
NMNAT2,Q9BZQ4,23057,target gene,Homo sapiens
EIF3C,Q99613,8663,target gene,Homo sapiens
NUP62,P37198,23636,target gene,Homo sapiens
SKP1,P63208,6500,target gene,Homo sapiens
STIP1,P31948,10963,target gene,Homo sapiens
ATF1,P18846,466,transcription factor,Homo sapiens
HIF3A,Q9Y2N7,64344,transcription factor,Homo sapiens
FGF18,O76093,8817,target gene,Homo sapiens
SEPT5,Q99719,5413,target gene,Homo sapiens
MC2R,Q01718,4158,target gene,Homo sapiens
SUSD6,Q92537,9766,target gene,Homo sapiens
TNFAIP8,O95379,25816,target gene,Homo sapiens
INS-IGF2,F8WCM5,723961,target gene,Homo sapiens
S100A8,P05109,6279,target gene,Homo sapiens
